RollNo	InstallmentNo	PayMode	ChequeNo	ChequeDate	DrawnOn	ReceiptNo	BankPunchNo	FinalAmt	AdvanceAmt	BalanceAmt	LateFee	CreatedBy	CreatedDate	LastUpdatedBy	LastUpdatedDate	SchoolCode	Reclot	sendtoac	receivedate	chkbounce	reason	ForSession	Narration	ChqBounceFee
S0802497	5	CHEQUE	311372	00:00.0	UNION BANK OF INDIA	313	NULL	28450	0	0	0	manpreet	17:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903764	5	CHEQUE	20043	00:00.0	HDFC BANK	314	NULL	9600	0	0	0	manpreet	33:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903765	5	CHEQUE	390759	00:00.0	ICICI BANK	315	NULL	9600	0	0	0	manpreet	34:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803239	5	CHEQUE	66510	00:00.0	ORIENTAL BANK OF COM	316		25250	0	0	0	lallan	43:36.0	lallan	50:28.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803240	5	CHEQUE	66509	00:00.0	ORIENTAL BANK OF COM	317		25250	0	0	0	lallan	44:16.0	lallan	51:04.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601255	5	CHEQUE	448835	00:00.0	HSBC BANK	318	NULL	27600	0	0	0	lallan	29:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903626	5	CHEQUE	464114	00:00.0	ORIENTAL BANK OF COM	319	NULL	11800	0	0	0	lallan	36:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903625	5	CHEQUE	464115	00:00.0	ORIENTAL BANK OF COM	320	NULL	9600	0	0	0	lallan	39:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702134	5	CHEQUE	1023	00:00.0	ICICI BANK	321	NULL	28850	0	0	0	lallan	01:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701651	5	CHEQUE	673243	00:00.0	STATE BANK OF INDIA	322		6800	0	0	0	lallan	11:53.0	lallan	14:09.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802957	5	CHEQUE	611440	00:00.0	ICICI BANK	323	NULL	6400	0	0	0	lallan	16:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802364	5	CHEQUE	150867	00:00.0	ICICI BANK	324	NULL	26800	0	0	0	lallan	18:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903600	5	CHEQUE	816988	00:00.0	ABN AMRO	325	NULL	11250	0	0	0	lallan	22:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701882	5	CHEQUE	509272	00:00.0	HDFC BANK	326	NULL	28850	0	0	0	lallan	24:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802411	5	CHEQUE	425568	00:00.0	BANK OF MAHARASHTRA	327	NULL	26800	0	0	0	lallan	26:10.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802412	5	CHEQUE	805905	00:00.0	AXIS	328	NULL	26800	0	0	0	lallan	26:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903596	5	CHEQUE	227192	00:00.0	ALLAHABAD BANK	329	NULL	9600	0	0	0	sreeja	29:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903595	5	CHEQUE	227193	00:00.0	ALLAHABAD BANK	330	NULL	9600	0	0	0	sreeja	30:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903660	5	CHEQUE	441165	00:00.0	CITI BANK	331	NULL	11250	0	0	0	lallan	33:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600937	5	CHEQUE	586304	00:00.0	ABN AMRO	332	NULL	29250	0	0	0	lallan	39:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701461	5	CHEQUE	529353	00:00.0	BANK OF INDIA	333	NULL	27200	0	0	0	sreeja	44:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904094	5	CHEQUE	640581	00:00.0	HDFC BANK	334	NULL	11250	0	0	0	lallan	45:38.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904095	5	CHEQUE	640582	00:00.0	HDFC BANK	335		5050	0	0	0	lallan	46:39.0	admin	42:15.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601222	5	CHEQUE	419812	00:00.0	ICICI BANK	336	NULL	29250	0	0	0	lallan	48:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803285	5	CHEQUE	6907	00:00.0	HSBC BANK	337		28450	0	0	0	lallan	55:47.0	lallan	52:25.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903499	5	CHEQUE	301749	00:00.0	HDFC BANK	338		11250	0	0	0	lallan	00:42.0	lallan	27:20.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903466	5	CHEQUE	395758	00:00.0	ABN AMRO	339	NULL	11250	0	0	0	sreeja	04:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903592	5	CHEQUE	562177	00:00.0	ABN AMRO	340	NULL	11250	0	0	0	sreeja	06:28.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701508	5	CHEQUE	491871	00:00.0	STANDARD CHARTERED	1570	NULL	27200	0	0	0	lallan	14:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803698	5	CHEQUE	487124	00:00.0	HDFC BANK	343	NULL	27050	0	0	0	lallan	13:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802628	5	CHEQUE	938639	00:00.0	THE SOUTH INDIAN BANK	344	NULL	28450	0	0	0	lallan	18:13.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802627	5	CHEQUE	938638	00:00.0	THE SOUTH INDIAN BANK	345	NULL	28450	0	0	0	lallan	19:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903732	5	CHEQUE	654838	00:00.0	HSBC BANK	346	NULL	11250	0	0	0	lallan	20:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903384	5	CHEQUE	204590	00:00.0	CORPORATION BANK	347		11250	0	0	0	lallan	22:11.0	lallan	38:06.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803040	5	CHEQUE	83938	00:00.0	THE FEDERAL BANK	348	NULL	28450	0	0	0	lallan	24:04.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600323	5	CHEQUE	83939	00:00.0	THE FEDERAL BANK	349	NULL	29250	0	0	0	lallan	24:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903413	5	CHEQUE	28383	00:00.0	AXIS	350	NULL	11250	0	0	0	lallan	28:17.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601154	5	CHEQUE	70288	00:00.0	ICICI BANK	351	NULL	7500	0	0	0	lallan	30:18.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601155	5	CHEQUE	70289	00:00.0	ICICI BANK	352	NULL	7500	0	0	0	lallan	31:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702098	5	CHEQUE	801023	00:00.0	AXIS	353	NULL	27200	0	0	0	lallan	33:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903778	5	CHEQUE	801027	00:00.0	AXIS	354		11250	0	0	0	lallan	36:13.0	lallan	27:52.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701550	5	CHEQUE	409579	00:00.0	CITI BANK	355	NULL	28850	0	0	0	lallan	37:53.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500273	5	CHEQUE	198874	00:00.0	ICICI BANK	356	NULL	27600	0	0	0	lallan	39:36.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500034	5	CHEQUE	198873	00:00.0	ICICI BANK	357	NULL	27600	0	0	0	lallan	40:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601188	5	CHEQUE	1071	00:00.0	HSBC BANK	358	NULL	6800	0	0	0	lallan	43:37.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802688	5	CHEQUE	23693	00:00.0	HDFC BANK	359	NULL	28450	0	0	0	lallan	44:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802794	5	CHEQUE	913012	00:00.0	CENTURION BANK LTD.	360	NULL	28450	0	0	0	lallan	50:17.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802853	5	CHEQUE	391440	00:00.0	CITI BANK	361	NULL	26800	0	0	0	lallan	51:36.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600602	5	CHEQUE	199369	00:00.0	STATE BANK OF BIKANE	362		22050	0	0	0	lallan	57:38.0	lallan	09:58.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802377	5	CHEQUE	694842	00:00.0	STANDARD CHARTERED	370	NULL	28450	0	0	0	lallan	30:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903948	5	CHEQUE	840771	00:00.0	ICICI BANK	364	NULL	11250	0	0	0	lallan	07:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600541	5	CHEQUE	246545	00:00.0	HDFC BANK	365	NULL	27600	0	0	0	sreeja	19:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802659	5	CHEQUE	246544	00:00.0	HDFC BANK	366	NULL	26800	0	0	0	sreeja	21:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701751	5	CHEQUE	159153	00:00.0	HDFC BANK	367		27200	0	0	0	lallan	22:46.0	admin	30:28.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500339	5	CHEQUE	804845	00:00.0	AXIS	368	NULL	29250	0	0	0	lallan	23:44.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803163	5	CHEQUE	173112	00:00.0	ORIENTAL BANK OF COM	369	NULL	28450	0	0	0	lallan	25:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904099	5	DD	74	00:00.0	HDFC BANK	371		55300	0	0	0	sreeja	31:14.0	admin	42:33.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904099	5	DD	73	00:00.0	HDFC BANK	372		11250	0	0	0	sreeja	31:40.0	admin	42:33.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903449	5	CHEQUE	419927	00:00.0	KARNATAKA BANK	373	NULL	11250	0	0	0	lallan	32:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903997	5	CHEQUE	47174	00:00.0	ICICI BANK	374		11250	0	0	0	lallan	34:52.0	lallan	46:33.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802932	5	CHEQUE	438666	00:00.0	ICICI BANK	375	NULL	28450	0	0	0	lallan	35:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802931	5	CHEQUE	438667	00:00.0	ICICI BANK	376	NULL	28450	0	0	0	lallan	36:31.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500350	5	CHEQUE	770169	00:00.0	HDFC BANK	377	NULL	27600	0	0	0	lallan	37:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600351	5	CHEQUE	430825	00:00.0	HDFC BANK	378	NULL	29250	0	0	0	lallan	39:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903409	5	CHEQUE	622544	00:00.0	ICICI BANK	379	NULL	11250	0	0	0	lallan	43:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903900	5	CHEQUE	82299	00:00.0	ICICI BANK	380	NULL	11250	0	0	0	lallan	47:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702784	5	CHEQUE	198359	00:00.0	HDFC BANK	381	NULL	27200	0	0	0	lallan	52:22.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702785	5	CHEQUE	198360	00:00.0	HDFC BANK	382	NULL	27200	0	0	0	lallan	53:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702779	5	CHEQUE	189772	00:00.0	HDFC BANK	383	NULL	28850	0	0	0	lallan	58:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701425	5	CHEQUE	7104	00:00.0	CITI BANK	384	NULL	28850	0	0	0	lallan	59:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802292	5	CHEQUE	38976	00:00.0	ICICI BANK	385	NULL	28450	0	0	0	lallan	08:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903391	5	CHEQUE	38977	00:00.0	ICICI BANK	386	NULL	11250	0	0	0	lallan	08:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600500	5	CHEQUE	659453	00:00.0	STANDARD CHARTERED	387	NULL	25650	0	0	0	lallan	26:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903610	5	CHEQUE	579954	00:00.0	ICICI BANK	388	NULL	11250	0	0	0	lallan	29:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903500	5	CHEQUE	142168	00:00.0	HDFC BANK	389	NULL	11250	0	0	0	lallan	30:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701694	5	CHEQUE	555482	00:00.0	ICICI BANK	440	NULL	28850	0	0	0	lallan	36:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904100	5	DD	900365	00:00.0	IDBI BANK LTD.	391	NULL	49000	0	0	0	sreeja	34:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904100	5	DD	900366	00:00.0	IDBI BANK LTD.	392	NULL	17550	0	0	0	sreeja	36:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802984	5	CHEQUE	659752	00:00.0	HDFC BANK	393	NULL	26800	0	0	0	lallan	36:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600903	5	CHEQUE	254216	00:00.0	SBT	394	NULL	27600	0	0	0	lallan	37:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803104	5	CHEQUE	295024	00:00.0	VIJAYA BANK	395	NULL	26800	0	0	0	lallan	40:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802488	5	CHEQUE	32	00:00.0	KOTAK MAHINDRA	396	NULL	28450	0	0	0	lallan	42:10.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701258	5	CHEQUE	953289	00:00.0	ICICI BANK	397	NULL	27200	0	0	0	lallan	45:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600640	5	CHEQUE	503477	00:00.0	STANDARD CHARTERED	398	NULL	27600	0	0	0	lallan	03:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500262	5	CHEQUE	219944	00:00.0	ABN AMRO	399	NULL	29250	0	0	0	lallan	05:04.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904013	5	DD	416753	00:00.0	PANJAB NATIONAL BANK	400		11250	0	0	0	lallan	09:19.0	admin	48:10.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903762	5	CHEQUE	597990	00:00.0	ABN AMRO	401		11250	0	0	0	lallan	14:26.0	admin	02:58.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600407	5	CHEQUE	349433	00:00.0	HDFC BANK	402	NULL	27600	0	0	0	lallan	20:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904101	5	DD	416751	00:00.0	PANJAB NATIONAL BANK	403	NULL	55300	0	0	0	sreeja	21:07.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702271	5	CHEQUE	349432	00:00.0	HDFC BANK	404	NULL	27200	0	0	0	lallan	21:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904101	5	DD	416752	00:00.0	PANJAB NATIONAL BANK	405	NULL	11250	0	0	0	sreeja	21:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803167	5	CHEQUE	209282	00:00.0	ORIENTAL BANK OF COM	406	NULL	28450	0	0	0	lallan	30:23.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600409	5	CHEQUE	359595	00:00.0	CITI BANK	407	NULL	27600	0	0	0	lallan	36:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802695	5	CHEQUE	359596	00:00.0	CITI BANK	408	NULL	26800	0	0	0	lallan	37:25.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802456	5	CHEQUE	452206	00:00.0	CITI BANK	409	NULL	28450	0	0	0	lallan	38:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701519	5	CHEQUE	735558	00:00.0	STATE BANK OF INDIA	410		27200	0	0	0	lallan	39:54.0	lallan	08:42.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701265	5	CHEQUE	810153	00:00.0	ICICI BANK	411	NULL	28850	0	0	0	lallan	41:11.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701924	5	CHEQUE	810152	00:00.0	ICICI BANK	412	NULL	28850	0	0	0	lallan	42:17.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702044	5	CHEQUE	207091	00:00.0	ICICI BANK	413	NULL	27200	0	0	0	lallan	43:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702045	5	CHEQUE	207090	00:00.0	ICICI BANK	414	NULL	27200	0	0	0	lallan	44:32.0	NULL	NULL	NULL	0	0	00:00.0	1	insufficient funds	NULL		0
S0600938	5	CHEQUE	199409	00:00.0	HDFC BANK	415	NULL	29250	0	0	0	lallan	49:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904102	5	DD	64957	00:00.0	HDFC BANK	416	NULL	55300	0	0	0	sreeja	53:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904102	5	CHEQUE	966973	00:00.0	HDFC BANK	417	NULL	11250	0	0	0	sreeja	54:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802335	5	CHEQUE	347722	00:00.0	HDFC BANK	418	NULL	26800	0	0	0	lallan	01:22.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802767	5	CHEQUE	700171	00:00.0	ICICI BANK	419	NULL	28450	0	0	0	lallan	06:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802642	5	CHEQUE	703432	00:00.0	HSBC BANK	420	NULL	26800	0	0	0	lallan	08:28.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802647	5	CHEQUE	703431	00:00.0	HSBC BANK	421	NULL	26800	0	0	0	lallan	09:21.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600614	5	CHEQUE	999230	00:00.0	HDFC BANK	422	NULL	29250	0	0	0	lallan	14:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903731	5	CHEQUE	999229	00:00.0	HDFC BANK	423	NULL	11250	0	0	0	lallan	15:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904032	5	CHEQUE	731690	00:00.0	STATE BANK OF INDIA	424	NULL	11250	0	0	0	lallan	17:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702539	5	CHEQUE	255488	00:00.0	ABN AMRO	425	NULL	28850	0	0	0	lallan	25:53.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904007	5	CHEQUE	365808	00:00.0	STANDARD CHARTERED	426		9600	0	0	0	lallan	48:31.0	lallan	21:50.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702744	5	CHEQUE	994991	00:00.0	AXIS	427	NULL	28850	0	0	0	lallan	51:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500198	5	CHEQUE	39464	00:00.0	ORIENTAL BANK OF COM	428	NULL	27600	0	0	0	lallan	52:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904003	5	CHEQUE	469443	00:00.0	HDFC BANK	429	NULL	9600	0	0	0	lallan	57:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701661	5	CHEQUE	691665	00:00.0	ABN	430	NULL	27200	0	0	0	lallan	11:35.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903826	5	CHEQUE	496257	00:00.0	IDBI BANK LTD.	431	NULL	9600	0	0	0	lallan	14:28.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701754	5	CHEQUE	452302	00:00.0	HDFC BANK	432	NULL	28850	0	0	0	lallan	15:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701753	5	CHEQUE	452301	00:00.0	HDFC BANK	433	NULL	28850	0	0	0	lallan	17:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600461	5	CHEQUE	5506	00:00.0	AXIS	434	NULL	29250	0	0	0	lallan	18:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802515	5	CHEQUE	5507	00:00.0	AXIS	435	NULL	28450	0	0	0	lallan	19:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701662	5	CHEQUE	691666	00:00.0	ABN AMRO	436	NULL	27200	0	0	0	lallan	19:44.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903505	5	CHEQUE	668444	00:00.0	DEVELOPMENT CREDIT B	437	NULL	9600	0	0	0	manpreet	58:34.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904049	5	DD	574920	00:00.0	STATE BANK OF INDIA	438		9600	0	0	0	lallan	20:14.0	lallan	22:26.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904050	5	DD	574919	00:00.0	STATE BANK OF INDIA	439	NULL	9600	0	0	0	lallan	21:30.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600812	5	CHEQUE	344584	00:00.0	ABN AMRO	441	NULL	29250	0	0	0	lallan	37:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600683	5	CHEQUE	872986	00:00.0	SYNDICATE BANK	442	NULL	29250	0	0	0	lallan	38:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500125	5	CHEQUE	321880	00:00.0	STATE BANK OF INDIA	443	NULL	29250	0	0	0	lallan	40:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701695	5	CHEQUE	555480	00:00.0	ICICI BANK	444	NULL	28850	0	0	0	lallan	42:22.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802843	5	CHEQUE	555481	00:00.0	ICICI BANK	445	NULL	28450	0	0	0	lallan	43:38.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600393	5	CHEQUE	516127	00:00.0	CITI BANK	446	NULL	27600	0	0	0	lallan	51:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701462	5	CHEQUE	3869	00:00.0	CITI BANK	447	NULL	28850	0	0	0	lallan	25:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802752	5	CHEQUE	972119	00:00.0	CITI BANK	448	NULL	28450	0	0	0	lallan	26:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500210	5	CHEQUE	530073	00:00.0	ORIENTAL BANK OF COM	449	NULL	27600	0	0	0	sreeja	29:27.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600611	5	CHEQUE	602716	00:00.0	IDBI BANK LTD.	450	NULL	27600	0	0	0	lallan	29:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600765	5	CHEQUE	271648	00:00.0	ICICI BANK	451	NULL	29250	0	0	0	lallan	35:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600643	5	CHEQUE	21677	00:00.0	ICICI BANK	452	NULL	27600	0	0	0	sreeja	35:46.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903718	5	CHEQUE	329336	00:00.0	AXIS	453	NULL	11250	0	0	0	lallan	41:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702014	5	CHEQUE	30869	00:00.0	STATE BANK OF INDIA	454	NULL	28850	0	0	0	lallan	43:18.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803029	5	CHEQUE	29790	00:00.0	ICICI BANK	455	NULL	28450	0	0	0	sreeja	43:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803030	5	CHEQUE	29788	00:00.0	ICICI BANK	456	NULL	28450	0	0	0	sreeja	44:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601220	5	CHEQUE	211693	00:00.0	CITI BANK	457	NULL	29250	0	0	0	lallan	46:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600486	5	CHEQUE	765596	00:00.0	BANK OF MAHARASHTRA	458	NULL	27600	0	0	0	sreeja	46:35.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803195	5	CHEQUE	106564	00:00.0	ICICI BANK	459		28450	0	0	0	lallan	50:51.0	admin	39:48.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802675	5	CHEQUE	707570	00:00.0	HDFC BANK	460	NULL	26800	0	0	0	sreeja	50:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701972	5	CHEQUE	707569	00:00.0	HDFC BANK	461	NULL	28850	0	0	0	sreeja	51:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701688	5	CHEQUE	356709	00:00.0	CITI BANK	462	NULL	27200	0	0	0	lallan	54:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903443	5	CHEQUE	747406	00:00.0	DEUTSCHE BANK	463	NULL	11250	0	0	0	sreeja	56:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903973	5	CHEQUE	269065	00:00.0	HDFC BANK	464		9600	0	0	0	sreeja	00:08.0	sreeja	01:34.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903733	5	CHEQUE	356710	00:00.0	CITI BANK	465	NULL	9600	0	0	0	lallan	01:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903972	5	CHEQUE	269066	00:00.0	HDFC BANK	466	NULL	9600	0	0	0	sreeja	02:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903445	5	CHEQUE	242647	00:00.0	THE JAMMU KASHMIR BANK	467	NULL	9600	0	0	0	lallan	04:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
